# Gene Family	SRR769418_kneaddata_Abundance-RPKs
UNMAPPED	2970113.0000000000
UniRef90_unknown	4519.9266287153
UniRef90_unknown|g__Escherichia.s__Escherichia_coli	2920.3537618038
UniRef90_unknown|g__Parabacteroides.s__Parabacteroides_merdae	641.8697661929
UniRef90_unknown|g__Bacteroides.s__Bacteroides_uniformis	475.3434025943
UniRef90_unknown|g__Barnesiella.s__Barnesiella_intestinihominis	298.3317795745
UniRef90_unknown|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	169.0521062089
UniRef90_unknown|g__Akkermansia.s__Akkermansia_muciniphila	14.9758123409
UniRef90_C7H679	2758.0130600335
UniRef90_C7H679|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	2700.5417956656
UniRef90_C7H679|unclassified	57.4712643678
UniRef90_U2DG93	668.6776373122
UniRef90_U2DG93|unclassified	668.6776373122
UniRef90_A7A9M7	579.1202518504
UniRef90_A7A9M7|g__Parabacteroides.s__Parabacteroides_merdae	579.1202518504
UniRef90_R5K777	559.2704278996
UniRef90_R5K777|unclassified	559.2704278996
UniRef90_R6ITF9	531.5985395532
UniRef90_R6ITF9|unclassified	531.5985395532
UniRef90_A6LF92	503.4466027631
UniRef90_A6LF92|unclassified	503.4466027631
UniRef90_C9LYZ1	500.0000000000
UniRef90_C9LYZ1|g__Escherichia.s__Escherichia_coli	500.0000000000
UniRef90_H5E8N2	500.0000000000
UniRef90_H5E8N2|g__Escherichia.s__Escherichia_coli	500.0000000000
UniRef90_B2N4P0	448.9985717607
UniRef90_B2N4P0|g__Escherichia.s__Escherichia_coli	448.9985717607
UniRef90_R6WZJ2	372.1145547700
UniRef90_R6WZJ2|g__Parabacteroides.s__Parabacteroides_merdae	353.1253685272
UniRef90_R6WZJ2|unclassified	18.9891862428
UniRef90_R6IPF9	371.4107791635
UniRef90_R6IPF9|g__Parabacteroides.s__Parabacteroides_merdae	336.3600171842
UniRef90_R6IPF9|unclassified	35.0507619794
UniRef90_R7EHW5	310.8603526614
UniRef90_R7EHW5|g__Bacteroides.s__Bacteroides_uniformis	304.6434134558
UniRef90_R7EHW5|unclassified	6.2169392056
UniRef90_R6J4H1	292.3842339435
UniRef90_R6J4H1|unclassified	292.3842339435
UniRef90_B7N9F2	250.0000000000
UniRef90_B7N9F2|g__Escherichia.s__Escherichia_coli	250.0000000000
UniRef90_R7EL18	223.7180085839
UniRef90_R7EL18|g__Bacteroides.s__Bacteroides_uniformis	196.5713080114
UniRef90_R7EL18|unclassified	27.1467005724
UniRef90_R6WK05	222.3917992530
UniRef90_R6WK05|g__Parabacteroides.s__Parabacteroides_merdae	222.3917992530
UniRef90_R5DCE3	210.1682839894
UniRef90_R5DCE3|g__Parabacteroides.s__Parabacteroides_merdae	210.1682839894
UniRef90_R6WPM9	206.2100871166
UniRef90_R6WPM9|g__Parabacteroides.s__Parabacteroides_merdae	206.2100871166
UniRef90_R5D8V7	201.6394427996
UniRef90_R5D8V7|g__Parabacteroides.s__Parabacteroides_merdae	201.6394427996
UniRef90_A7VAA2	200.0000000000
UniRef90_A7VAA2|g__Bacteroides.s__Bacteroides_uniformis	200.0000000000
UniRef90_R6X9R1	196.8268425557
UniRef90_R6X9R1|g__Parabacteroides.s__Parabacteroides_merdae	196.8268425557
UniRef90_R5DCV8	190.2720065653
UniRef90_R5DCV8|g__Parabacteroides.s__Parabacteroides_merdae	190.2720065653
UniRef90_R5DG57	187.4956245743
UniRef90_R5DG57|g__Parabacteroides.s__Parabacteroides_merdae	187.4956245743
UniRef90_R5DLT0	185.3292163342
UniRef90_R5DLT0|g__Parabacteroides.s__Parabacteroides_merdae	185.3292163342
UniRef90_C7H2J7	180.7599759217
UniRef90_C7H2J7|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	180.7599759217
UniRef90_R5F4E5	180.0415874130
UniRef90_R5F4E5|g__Barnesiella.s__Barnesiella_intestinihominis	180.0415874130
UniRef90_R5DAK3	176.5146443840
UniRef90_R5DAK3|g__Parabacteroides.s__Parabacteroides_merdae	146.9872563453
UniRef90_R5DAK3|unclassified	29.5273880388
UniRef90_N2T626	176.4705882353
UniRef90_N2T626|g__Escherichia.s__Escherichia_coli	176.4705882353
UniRef90_C7H2J6	173.0477325992
UniRef90_C7H2J6|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	173.0477325992
UniRef90_R7EK61	168.8912333869
UniRef90_R7EK61|g__Bacteroides.s__Bacteroides_uniformis	155.1213101385
UniRef90_R7EK61|unclassified	13.7699232484
UniRef90_A7MHV7	166.6666666667
UniRef90_A7MHV7|g__Escherichia.s__Escherichia_coli	166.6666666667
UniRef90_E9TIV1	166.6666666667
UniRef90_E9TIV1|g__Escherichia.s__Escherichia_coli	166.6666666667
UniRef90_R6X4N6	163.5607263531
UniRef90_R6X4N6|g__Parabacteroides.s__Parabacteroides_merdae	163.5607263531
UniRef90_U2DL01	161.2710336851
UniRef90_U2DL01|unclassified	161.2710336851
UniRef90_R7EI74	159.1277534923
UniRef90_R7EI74|g__Bacteroides.s__Bacteroides_uniformis	159.1277534923
UniRef90_R6HX20	150.4655390171
UniRef90_R6HX20|unclassified	150.4655390171
UniRef90_A6LIG3	148.1683219855
UniRef90_A6LIG3|unclassified	148.1683219855
UniRef90_R7EHP1	142.9721280873
UniRef90_R7EHP1|g__Bacteroides.s__Bacteroides_uniformis	136.6396579509
UniRef90_R7EHP1|unclassified	6.3324701364
UniRef90_R7EGA0	138.0304348674
UniRef90_R7EGA0|g__Bacteroides.s__Bacteroides_uniformis	129.3221394403
UniRef90_R7EGA0|unclassified	8.7082954271
UniRef90_A7UYL7	132.4786324786
UniRef90_A7UYL7|g__Bacteroides.s__Bacteroides_uniformis	132.4786324786
UniRef90_R5DBZ0	130.4766312675
UniRef90_R5DBZ0|g__Parabacteroides.s__Parabacteroides_merdae	130.4766312675
UniRef90_R6Y4A6	127.1482231181
UniRef90_R6Y4A6|g__Parabacteroides.s__Parabacteroides_merdae	111.3568628359
UniRef90_R6Y4A6|unclassified	15.7913602822
UniRef90_A0A028UDW2	125.0000000000
UniRef90_A0A028UDW2|g__Escherichia.s__Escherichia_coli	125.0000000000
UniRef90_N4D0S9	121.4285714286
UniRef90_N4D0S9|g__Escherichia.s__Escherichia_coli	121.4285714286
UniRef90_A7V396	119.0475861503
UniRef90_A7V396|g__Bacteroides.s__Bacteroides_uniformis	119.0475861503
UniRef90_A7V3Q2	115.3846153846
UniRef90_A7V3Q2|g__Bacteroides.s__Bacteroides_uniformis	115.3846153846
UniRef90_C5QU71	115.1486280461
UniRef90_C5QU71|g__Escherichia.s__Escherichia_coli	115.1486280461
UniRef90_I2YGK3	114.9068322981
UniRef90_I2YGK3|g__Escherichia.s__Escherichia_coli	114.9068322981
UniRef90_C7H2L9	112.7099601975
UniRef90_C7H2L9|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	112.7099601975
UniRef90_A7VP68	110.1151191494
UniRef90_A7VP68|unclassified	110.1151191494
UniRef90_R6XEZ9	109.6281105290
UniRef90_R6XEZ9|g__Parabacteroides.s__Parabacteroides_merdae	105.1924795938
UniRef90_R6XEZ9|unclassified	4.4356309352
UniRef90_A6L3M9	109.1933474835
UniRef90_A6L3M9|unclassified	109.1933474835
UniRef90_R6KPA8	109.1864509611
UniRef90_R6KPA8|unclassified	109.1864509611
UniRef90_R7EEF8	108.7529715406
UniRef90_R7EEF8|g__Bacteroides.s__Bacteroides_uniformis	94.4324753291
UniRef90_R7EEF8|unclassified	14.3204962115
UniRef90_Q8GEG1	108.6545081184
UniRef90_Q8GEG1|g__Escherichia.s__Escherichia_coli	108.6545081184
UniRef90_K6A7I4	106.2262491067
UniRef90_K6A7I4|unclassified	106.2262491067
UniRef90_R7EHD9	105.3036767023
UniRef90_R7EHD9|g__Bacteroides.s__Bacteroides_uniformis	105.3036767023
UniRef90_K7LYP3	104.6727263067
UniRef90_K7LYP3|unclassified	104.6727263067
UniRef90_R7EER7	101.0736176533
UniRef90_R7EER7|g__Bacteroides.s__Bacteroides_uniformis	101.0736176533
UniRef90_R7ECK1	100.1919445403
UniRef90_R7ECK1|g__Parabacteroides.s__Parabacteroides_merdae	74.8682720243
UniRef90_R7ECK1|g__Bacteroides.s__Bacteroides_uniformis	23.1136306229
UniRef90_R7ECK1|g__Barnesiella.s__Barnesiella_intestinihominis	2.2100418931
UniRef90_A8A1U2	100.0000000000
UniRef90_A8A1U2|g__Escherichia.s__Escherichia_coli	100.0000000000
UniRef90_J7R834	100.0000000000
UniRef90_J7R834|g__Escherichia.s__Escherichia_coli	100.0000000000
UniRef90_L1A6D4	100.0000000000
UniRef90_L1A6D4|g__Escherichia.s__Escherichia_coli	100.0000000000
UniRef90_R5DF17	96.8692562179
UniRef90_R5DF17|g__Parabacteroides.s__Parabacteroides_merdae	94.3114668678
UniRef90_R5DF17|unclassified	2.5577893501
UniRef90_A7ALQ4	96.1098398169
UniRef90_A7ALQ4|g__Parabacteroides.s__Parabacteroides_merdae	96.1098398169
UniRef90_R5ZUP0	94.2517438039
UniRef90_R5ZUP0|unclassified	94.2517438039
UniRef90_E7I3E9	93.3769927101
UniRef90_E7I3E9|g__Escherichia.s__Escherichia_coli	93.3769927101
UniRef90_R7EN98	92.0016581552
UniRef90_R7EN98|g__Bacteroides.s__Bacteroides_uniformis	92.0016581552
UniRef90_A7V6P5	90.9090909091
UniRef90_A7V6P5|g__Bacteroides.s__Bacteroides_uniformis	90.9090909091
UniRef90_I3YIQ3	90.8506808458
UniRef90_I3YIQ3|unclassified	90.8506808458
UniRef90_R6WP78	89.8514415753
UniRef90_R6WP78|g__Parabacteroides.s__Parabacteroides_merdae	89.8514415753
UniRef90_R7JJ18	88.4821620146
UniRef90_R7JJ18|unclassified	88.4821620146
UniRef90_R6X4Y3	87.7218424431
UniRef90_R6X4Y3|g__Parabacteroides.s__Parabacteroides_merdae	87.7218424431
UniRef90_R6KAT0	85.1384637655
UniRef90_R6KAT0|g__Bacteroides.s__Bacteroides_uniformis	72.1038795863
UniRef90_R6KAT0|unclassified	13.0345841793
UniRef90_A6LBB7	84.7506799412
UniRef90_A6LBB7|unclassified	84.7506799412
UniRef90_A7AKL2	83.3333333333
UniRef90_A7AKL2|g__Parabacteroides.s__Parabacteroides_merdae	83.3333333333
UniRef90_B8QJ12	82.8725629157
UniRef90_B8QJ12|g__Escherichia.s__Escherichia_coli	82.8725629157
UniRef90_B2N4N9	82.1099290780
UniRef90_B2N4N9|g__Escherichia.s__Escherichia_coli	82.1099290780
UniRef90_R6IAK7	78.8356289805
UniRef90_R6IAK7|g__Parabacteroides.s__Parabacteroides_merdae	69.2938769254
UniRef90_R6IAK7|unclassified	9.5417520551
UniRef90_C9KZG0	78.4712014448
UniRef90_C9KZG0|unclassified	78.4712014448
UniRef90_R5I7R5	77.3907190404
UniRef90_R5I7R5|g__Parabacteroides.s__Parabacteroides_merdae	63.2504746204
UniRef90_R5I7R5|unclassified	8.8735597684
UniRef90_R5I7R5|g__Barnesiella.s__Barnesiella_intestinihominis	5.2666846516
UniRef90_A7AI49	76.9230769231
UniRef90_A7AI49|g__Parabacteroides.s__Parabacteroides_merdae	76.9230769231
UniRef90_G0D1B6	76.9230769231
UniRef90_G0D1B6|g__Escherichia.s__Escherichia_coli	76.9230769231
UniRef90_N2Z230	76.9230769231
UniRef90_N2Z230|g__Escherichia.s__Escherichia_coli	76.9230769231
UniRef90_Q5L7N5	75.9787034244
UniRef90_Q5L7N5|g__Parabacteroides.s__Parabacteroides_merdae	37.1843697006
UniRef90_Q5L7N5|g__Bacteroides.s__Bacteroides_uniformis	30.5376303090
UniRef90_Q5L7N5|unclassified	8.2567034148
UniRef90_A6LG93	74.1284143571
UniRef90_A6LG93|g__Parabacteroides.s__Parabacteroides_merdae	74.1284143571
UniRef90_A0A023YPZ6	73.1707317073
UniRef90_A0A023YPZ6|g__Escherichia.s__Escherichia_coli	73.1707317073
UniRef90_M1BN50	72.0555713346
UniRef90_M1BN50|unclassified	72.0555713346
UniRef90_C2DMM4	71.4285714286
UniRef90_C2DMM4|g__Escherichia.s__Escherichia_coli	71.4285714286
UniRef90_B0G8L7	71.3495575221
UniRef90_B0G8L7|unclassified	71.3495575221
UniRef90_A6LE88	70.4901016305
UniRef90_A6LE88|g__Parabacteroides.s__Parabacteroides_merdae	62.5262934719
UniRef90_A6LE88|unclassified	7.9638081586
UniRef90_R5DMB3	70.1043407560
UniRef90_R5DMB3|g__Parabacteroides.s__Parabacteroides_merdae	70.1043407560
UniRef90_A6KXK8	69.9770458645
UniRef90_A6KXK8|g__Parabacteroides.s__Parabacteroides_merdae	35.5847710301
UniRef90_A6KXK8|unclassified	34.3922748344
UniRef90_T9ITI5	69.8447893570
UniRef90_T9ITI5|g__Escherichia.s__Escherichia_coli	69.8447893570
UniRef90_E6SPN9	68.8118123273
UniRef90_E6SPN9|g__Bacteroides.s__Bacteroides_uniformis	60.3329785172
UniRef90_E6SPN9|unclassified	8.4788338101
UniRef90_A6L858	66.9758795884
UniRef90_A6L858|unclassified	66.9758795884
UniRef90_R6IQ49	66.9397600105
UniRef90_R6IQ49|unclassified	66.9397600105
UniRef90_V0RT67	66.6666666667
UniRef90_V0RT67|g__Escherichia.s__Escherichia_coli	66.6666666667
UniRef90_A6LBA7	66.3285684479
UniRef90_A6LBA7|unclassified	66.3285684479
UniRef90_A1AI47	66.1432423879
UniRef90_A1AI47|g__Escherichia.s__Escherichia_coli	66.1432423879
UniRef90_A6L8Y4	65.1230867987
UniRef90_A6L8Y4|unclassified	65.1230867987
UniRef90_W0ES04	64.5407599808
UniRef90_W0ES04|g__Barnesiella.s__Barnesiella_intestinihominis	64.5407599808
UniRef90_R5DEI2	63.5179580896
UniRef90_R5DEI2|g__Parabacteroides.s__Parabacteroides_merdae	63.5179580896
UniRef90_R7ENP7	62.8206209487
UniRef90_R7ENP7|g__Bacteroides.s__Bacteroides_uniformis	62.8206209487
UniRef90_R7EBB4	62.7581172915
UniRef90_R7EBB4|g__Bacteroides.s__Bacteroides_uniformis	56.6773106897
UniRef90_R7EBB4|unclassified	6.0808066018
UniRef90_A8A033	62.5000000000
UniRef90_A8A033|g__Escherichia.s__Escherichia_coli	62.5000000000
UniRef90_U9VCY0	62.5000000000
UniRef90_U9VCY0|g__Escherichia.s__Escherichia_coli	62.5000000000
UniRef90_R6YI97	62.0536258214
UniRef90_R6YI97|unclassified	62.0536258214
UniRef90_R5DR78	61.5070498496
UniRef90_R5DR78|g__Parabacteroides.s__Parabacteroides_merdae	61.5070498496
